timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,ppg_hr_bpm,ppg_spo2_pct,ppg_quality
2025-06-01T14:30:00.000,0.000,0,WD,L_Wrist,0x03,2,0,0.597,+0.286,-0.087,-0.959,-3.3,+0.8,-0.4,+0.264,-0.103,-0.940,29.00,62,98,83
2025-06-01T14:30:00.255,0.255,1,WD,L_Wrist,0x03,2,1,0.602,+0.301,-0.096,-0.940,-1.4,+0.3,+0.7,+0.315,-0.111,-0.962,28.97,62,98,85
2025-06-01T14:30:00.510,0.510,2,WD,L_Wrist,0x03,2,2,0.624,+0.305,-0.080,-0.949,+0.1,+0.9,-0.9,+0.340,-0.090,-0.938,28.98,62,98,83
2025-06-01T14:30:00.765,0.765,3,WD,L_Wrist,0x03,2,3,0.638,+0.288,-0.106,-0.927,-0.4,+0.9,-1.5,+0.263,-0.082,-0.917,29.00,61,98,85
2025-06-01T14:30:01.020,1.020,4,WD,L_Wrist,0x03,2,4,0.618,+0.305,-0.107,-0.950,+0.2,+0.1,+3.0,+0.321,-0.133,-0.919,29.00,61,98,87
2025-06-01T14:30:01.275,1.275,5,WD,L_Wrist,0x03,2,5,0.616,+0.283,-0.095,-0.920,+2.1,-0.6,-1.4,+0.282,-0.120,-0.955,28.97,61,97,85
2025-06-01T14:30:01.530,1.530,6,WD,L_Wrist,0x03,2,6,0.637,+0.295,-0.097,-0.938,+0.5,+0.9,-2.2,+0.304,-0.085,-0.939,28.98,62,99,86
2025-06-01T14:30:01.785,1.785,7,WD,L_Wrist,0x03,2,7,0.615,+0.288,-0.113,-0.957,-0.2,+0.5,+5.2,+0.266,-0.132,-0.913,29.06,64,98,80
2025-06-01T14:30:02.040,2.040,8,WD,L_Wrist,0x03,2,8,0.630,+0.305,-0.100,-0.923,-1.1,+0.5,+2.0,+0.306,-0.103,-0.930,29.01,61,98,86
2025-06-01T14:30:02.295,2.295,9,WD,L_Wrist,0x03,2,9,0.626,+0.308,-0.096,-0.944,-1.9,-0.2,-1.2,+0.311,-0.092,-0.952,29.04,61,98,85
2025-06-01T14:30:02.550,2.550,10,WD,L_Wrist,0x03,2,10,0.600,+0.307,-0.101,-0.933,-2.5,+1.5,-1.7,+0.334,-0.101,-0.898,29.06,63,98,83
2025-06-01T14:30:02.805,2.805,11,WD,L_Wrist,0x03,2,11,0.625,+0.284,-0.114,-0.948,+1.7,+1.1,-2.4,+0.325,-0.129,-0.898,29.03,62,98,84
2025-06-01T14:30:03.060,3.060,12,WD,L_Wrist,0x03,2,12,0.623,+0.301,-0.101,-0.959,-1.5,-3.1,-1.8,+0.307,-0.083,-0.957,29.11,62,99,76
2025-06-01T14:30:03.315,3.315,13,WD,L_Wrist,0x03,2,13,0.603,+0.273,-0.108,-0.952,-1.2,-1.3,+2.4,+0.266,-0.079,-0.965,28.96,61,98,85
2025-06-01T14:30:03.570,3.570,14,WD,L_Wrist,0x03,2,14,0.605,+0.296,-0.098,-0.931,+1.4,+1.0,-1.1,+0.339,-0.117,-0.942,29.04,62,98,83
2025-06-01T14:30:03.825,3.825,15,WD,L_Wrist,0x03,2,15,0.601,+0.289,-0.108,-0.946,+0.0,-0.1,+2.2,+0.287,-0.113,-0.953,28.98,63,98,78
2025-06-01T14:30:04.080,4.080,16,WD,L_Wrist,0x03,2,16,0.640,+0.299,-0.082,-0.927,-0.7,+1.3,-5.9,+0.298,-0.063,-0.944,29.09,60,98,86
2025-06-01T14:30:04.335,4.335,17,WD,L_Wrist,0x03,2,17,0.651,+0.314,-0.096,-0.935,-2.6,+3.9,-0.5,+0.316,-0.100,-0.951,29.09,61,98,83
2025-06-01T14:30:04.590,4.590,18,WD,L_Wrist,0x03,2,18,0.631,+0.299,-0.088,-0.942,-1.3,+1.0,-2.1,+0.308,-0.108,-0.939,28.90,60,98,85
2025-06-01T14:30:04.845,4.845,19,WD,L_Wrist,0x03,2,19,0.643,+0.308,-0.099,-0.926,-1.9,+1.9,+0.6,+0.321,-0.107,-0.925,28.95,60,98,84
2025-06-01T14:30:05.100,5.100,20,WD,L_Wrist,0x03,2,20,0.599,+0.293,-0.057,-0.835,+7.3,+2.4,+11.1,+0.283,-0.040,-0.825,29.03,61,98,94
2025-06-01T14:30:05.355,5.355,21,WD,L_Wrist,0x03,2,21,0.634,+0.292,-0.096,-0.887,+4.3,+11.1,+33.1,+0.290,-0.115,-0.886,29.05,64,98,93
2025-06-01T14:30:05.610,5.610,22,WD,L_Wrist,0x03,2,22,0.630,+0.301,-0.097,-0.941,+2.8,+14.3,+40.4,+0.337,-0.092,-0.965,29.05,64,98,92
2025-06-01T14:30:05.865,5.865,23,WD,L_Wrist,0x03,2,23,0.613,+0.303,-0.121,-1.003,-2.7,+9.9,+32.5,+0.334,-0.114,-0.988,29.01,67,97,94
2025-06-01T14:30:06.120,6.120,24,WD,L_Wrist,0x03,2,24,0.567,+0.312,-0.129,-1.031,+2.4,+2.8,+8.5,+0.320,-0.142,-1.026,29.04,68,98,95
2025-06-01T14:30:06.375,6.375,25,WD,L_Wrist,0x03,2,25,0.597,+0.306,-0.123,-1.052,-6.9,-4.9,-13.1,+0.312,-0.112,-1.063,29.06,69,98,86
2025-06-01T14:30:06.630,6.630,26,WD,L_Wrist,0x03,2,26,0.587,+0.323,-0.122,-0.996,-1.3,-12.4,-34.5,+0.318,-0.109,-1.001,29.02,67,98,93
2025-06-01T14:30:06.885,6.885,27,WD,L_Wrist,0x03,2,27,0.617,+0.294,-0.096,-0.935,-2.1,-11.1,-42.4,+0.314,-0.076,-0.928,29.08,71,97,91
