timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,ppg_hr_bpm,ppg_spo2_pct,ppg_quality
2026-06-05T15:00:00.000,0.000,0,WD,L_Wrist,0x03,2,0,0.615,+0.165,-1.007,+0.025,+1.3,+0.6,+1.9,+0.170,-1.010,+0.024,28.98,64,98,88
2026-06-05T15:00:00.255,0.255,1,WD,L_Wrist,0x03,2,1,0.606,+0.161,-1.008,-0.033,+0.7,-1.2,+1.9,+0.166,-0.977,-0.031,29.00,64,98,88
2026-06-05T15:00:00.510,0.510,2,WD,L_Wrist,0x03,2,2,0.605,+0.137,-0.984,-0.000,+0.8,+1.0,-1.7,+0.156,-0.920,-0.016,29.03,63,98,91
2026-06-05T15:00:00.765,0.765,3,WD,L_Wrist,0x03,2,3,0.585,+0.155,-0.974,-0.059,-0.3,-1.6,+2.2,+0.176,-0.919,-0.099,29.01,65,98,93
2026-06-05T15:00:01.020,1.020,4,WD,L_Wrist,0x03,2,4,0.624,+0.187,-1.010,-0.011,+0.7,+0.8,+3.3,+0.176,-0.971,-0.021,28.99,63,98,86
2026-06-05T15:00:01.274,1.275,5,WD,L_Wrist,0x03,2,5,0.613,+0.208,-1.009,+0.011,+0.2,-2.5,+2.5,+0.211,-0.950,+0.031,28.97,64,98,90
2026-06-05T15:00:01.530,1.530,6,WD,L_Wrist,0x03,2,6,0.601,+0.170,-0.999,+0.002,+1.6,+0.4,-0.5,+0.154,-0.971,-0.009,28.99,64,98,88
2026-06-05T15:00:01.785,1.785,7,WD,L_Wrist,0x03,2,7,0.593,+0.183,-0.995,-0.031,+1.5,+0.1,-1.5,+0.149,-0.943,-0.068,29.01,64,98,94
2026-06-05T15:00:02.040,2.040,8,WD,L_Wrist,0x03,2,8,0.602,+0.149,-1.014,+0.017,+1.9,-0.2,-0.7,+0.129,-0.949,+0.023,28.99,64,98,87
2026-06-05T15:00:02.294,2.295,9,WD,L_Wrist,0x03,2,9,0.611,+0.150,-1.005,+0.006,+0.2,-0.7,+1.4,+0.170,-0.981,+0.008,29.05,63,98,89
2026-06-05T15:00:02.549,2.550,10,WD,L_Wrist,0x03,2,10,0.605,+0.193,-0.998,+0.046,+0.6,-0.8,+0.2,+0.175,-0.986,-0.013,29.04,65,98,89
2026-06-05T15:00:02.805,2.805,11,WD,L_Wrist,0x03,2,11,0.589,+0.154,-1.019,-0.005,+1.6,-1.5,+0.7,+0.143,-0.961,+0.025,29.07,63,98,88
2026-06-05T15:00:03.060,3.060,12,WD,L_Wrist,0x03,2,12,0.590,+0.162,-1.008,-0.010,-0.2,+0.7,-1.4,+0.156,-0.941,-0.009,28.98,65,98,89
2026-06-05T15:00:03.314,3.315,13,WD,L_Wrist,0x03,2,13,0.597,+0.147,-0.996,-0.004,+0.5,+0.9,-3.1,+0.146,-0.983,+0.001,29.10,63,98,87
2026-06-05T15:00:03.570,3.570,14,WD,L_Wrist,0x03,2,14,0.623,+0.144,-0.985,-0.035,+0.9,+1.8,-1.1,+0.162,-0.974,-0.041,29.08,63,98,89
2026-06-05T15:00:03.825,3.825,15,WD,L_Wrist,0x03,2,15,0.580,+0.163,-1.010,-0.019,-0.6,+1.3,+1.5,+0.177,-0.982,+0.003,29.05,62,98,87
2026-06-05T15:00:04.080,4.080,16,WD,L_Wrist,0x03,2,16,0.602,+0.167,-0.999,-0.002,-2.3,+1.3,+0.1,+0.177,-0.956,+0.011,29.07,63,98,94
2026-06-05T15:00:04.334,4.335,17,WD,L_Wrist,0x03,2,17,0.606,+0.168,-1.026,+0.006,+0.3,+2.5,-0.8,+0.174,-0.992,+0.021,29.08,63,98,87
2026-06-05T15:00:04.589,4.590,18,WD,L_Wrist,0x03,2,18,0.594,+0.184,-0.993,-0.001,-0.3,-1.8,+0.3,+0.207,-0.938,-0.030,29.08,64,98,89
2026-06-05T15:00:04.844,4.845,19,WD,L_Wrist,0x03,2,19,0.609,+0.156,-1.013,+0.010,-0.5,+0.6,+2.2,+0.159,-0.977,+0.009,29.14,63,98,89
2026-06-05T15:00:05.099,5.100,20,WD,L_Wrist,0x03,2,20,0.603,+0.205,-0.999,+0.002,+1.5,+0.2,+5.1,+0.206,-0.966,-0.003,29.05,64,98,89
2026-06-05T15:00:05.355,5.355,21,WD,L_Wrist,0x03,2,21,0.598,+0.222,-1.002,+0.033,-0.2,+2.7,+15.2,+0.209,-1.007,+0.026,29.05,63,98,91
2026-06-05T15:00:05.610,5.610,22,WD,L_Wrist,0x03,2,22,0.596,+0.268,-1.007,+0.071,+1.4,-1.2,+23.1,+0.271,-0.974,+0.110,29.10,64,98,91
