timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,ppg_hr_bpm,ppg_spo2_pct,ppg_quality
2025-06-01T15:00:00.000,0.000,0,WD,L_Wrist,0x03,2,0,0.608,+0.166,-0.956,+0.094,-2.6,+0.3,+2.6,+0.186,-0.947,+0.093,29.04,64,98,89
2025-06-01T15:00:00.255,0.255,1,WD,L_Wrist,0x03,2,1,0.605,+0.154,-0.954,+0.093,-1.4,-0.1,-2.4,+0.168,-0.950,+0.117,28.99,66,98,85
2025-06-01T15:00:00.510,0.510,2,WD,L_Wrist,0x03,2,2,0.570,+0.188,-0.956,+0.086,+0.4,-0.1,+2.5,+0.167,-0.952,+0.075,29.12,65,98,86
2025-06-01T15:00:00.765,0.765,3,WD,L_Wrist,0x03,2,3,0.593,+0.180,-0.957,+0.121,+0.0,+0.3,+2.5,+0.189,-0.944,+0.164,28.95,63,98,82
2025-06-01T15:00:01.020,1.020,4,WD,L_Wrist,0x03,2,4,0.601,+0.171,-0.953,+0.088,+2.6,-1.6,-2.6,+0.173,-0.929,+0.066,28.93,64,98,81
2025-06-01T15:00:01.275,1.275,5,WD,L_Wrist,0x03,2,5,0.585,+0.164,-0.931,+0.110,-1.3,-1.4,+4.3,+0.159,-0.919,+0.110,29.01,63,98,86
2025-06-01T15:00:01.530,1.530,6,WD,L_Wrist,0x03,2,6,0.606,+0.170,-0.952,+0.089,+3.5,-1.4,-3.2,+0.167,-0.961,+0.082,29.07,65,98,84
2025-06-01T15:00:01.785,1.785,7,WD,L_Wrist,0x03,2,7,0.591,+0.180,-0.949,+0.094,-1.4,-3.0,-2.2,+0.169,-0.933,+0.060,29.00,64,98,89
2025-06-01T15:00:02.040,2.040,8,WD,L_Wrist,0x03,2,8,0.600,+0.200,-0.972,+0.113,+3.2,+1.8,+0.4,+0.187,-0.973,+0.108,29.05,65,98,81
2025-06-01T15:00:02.295,2.295,9,WD,L_Wrist,0x03,2,9,0.586,+0.194,-0.936,+0.082,+0.7,-1.7,-4.4,+0.201,-0.931,+0.082,28.97,62,98,81
2025-06-01T15:00:02.550,2.550,10,WD,L_Wrist,0x03,2,10,0.603,+0.191,-0.961,+0.102,-2.1,+1.4,+1.0,+0.191,-0.958,+0.080,28.94,66,98,88
2025-06-01T15:00:02.805,2.805,11,WD,L_Wrist,0x03,2,11,0.602,+0.175,-0.962,+0.090,+0.1,-1.2,-2.3,+0.178,-0.944,+0.080,29.07,64,98,82
