timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c,ppg_hr_bpm,ppg_spo2_pct,ppg_quality
2025-06-01T15:00:00.000,0.000,0,WE,R_Wrist,0x03,2,0,0.601,-0.185,-0.941,+0.084,+3.0,-1.4,-1.3,-0.210,-0.915,+0.040,29.04,64,98,83
2025-06-01T15:00:00.255,0.255,1,WE,R_Wrist,0x03,2,1,0.572,-0.195,-0.934,+0.105,+0.1,+2.3,-2.3,-0.213,-0.934,+0.125,28.99,66,98,79
2025-06-01T15:00:00.510,0.510,2,WE,R_Wrist,0x03,2,2,0.572,-0.191,-0.946,+0.091,-0.4,-0.3,-0.5,-0.201,-0.926,+0.158,29.12,65,98,80
2025-06-01T15:00:00.765,0.765,3,WE,R_Wrist,0x03,2,3,0.613,-0.177,-0.963,+0.113,+0.0,-1.1,-1.0,-0.132,-0.983,+0.134,28.95,63,98,83
2025-06-01T15:00:01.020,1.020,4,WE,R_Wrist,0x03,2,4,0.599,-0.177,-0.951,+0.106,+2.2,+0.0,-3.2,-0.187,-0.958,+0.069,28.93,64,98,85
2025-06-01T15:00:01.275,1.275,5,WE,R_Wrist,0x03,2,5,0.618,-0.176,-0.948,+0.102,-0.2,-2.4,-0.5,-0.148,-0.961,+0.101,29.01,63,98,87
2025-06-01T15:00:01.530,1.530,6,WE,R_Wrist,0x03,2,6,0.581,-0.178,-0.952,+0.119,+2.6,-2.9,+3.9,-0.207,-0.931,+0.113,29.07,65,98,90
2025-06-01T15:00:01.785,1.785,7,WE,R_Wrist,0x03,2,7,0.594,-0.194,-0.955,+0.134,+2.4,+1.4,-2.1,-0.204,-0.978,+0.157,29.00,64,98,84
2025-06-01T15:00:02.040,2.040,8,WE,R_Wrist,0x03,2,8,0.581,-0.178,-0.944,+0.089,+0.6,-2.0,+2.9,-0.187,-0.978,+0.091,29.05,65,98,85
2025-06-01T15:00:02.295,2.295,9,WE,R_Wrist,0x03,2,9,0.640,-0.180,-0.960,+0.117,+1.3,+2.3,-2.7,-0.190,-0.951,+0.112,28.97,62,98,87
