timestamp_iso,t_s,round,node,label,present_mask_hex,version,node_seq,distance_m,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,hx_g,hy_g,hz_g,imu_temp_c
2025-06-01T15:00:00.000,0.000,0,WD,L_Wrist,0x03,2,0,1.199,+0.060,-0.739,+0.711,-159.5,+43.3,-27.1,+0.191,+0.885,-0.425,29.0
2025-06-01T15:00:00.016,0.017,1,WD,L_Wrist,0x03,2,1,1.199,+0.062,-0.755,+0.705,-144.3,+40.3,-23.4,+0.190,+0.905,-0.381,29.0
2025-06-01T15:00:00.033,0.033,2,WD,L_Wrist,0x03,2,2,1.199,+0.063,-0.769,+0.721,-103.8,+36.4,-17.3,+0.188,+0.920,-0.345,29.0
2025-06-01T15:00:00.050,0.050,3,WD,L_Wrist,0x03,2,3,1.196,+0.064,-0.778,+0.757,-49.5,+26.9,-9.1,+0.188,+0.928,-0.322,29.0
2025-06-01T15:00:00.066,0.067,4,WD,L_Wrist,0x03,2,4,1.196,+0.063,-0.780,+0.781,-17.5,+32.3,-4.5,+0.188,+0.930,-0.315,29.0
2025-06-01T15:00:00.083,0.083,5,WD,L_Wrist,0x03,2,5,1.196,+0.059,-0.779,+0.834,-6.6,+47.8,-4.2,+0.191,+0.932,-0.309,29.0
2025-06-01T15:00:00.100,0.100,6,WD,L_Wrist,0x03,2,6,1.193,+0.054,-0.775,+0.886,-1.8,+49.2,-8.2,+0.195,+0.932,-0.306,29.0
2025-06-01T15:00:00.116,0.117,7,WD,L_Wrist,0x03,2,7,1.193,+0.052,-0.768,+0.928,-5.2,+37.0,-10.6,+0.195,+0.933,-0.302,29.0
2025-06-01T15:00:00.133,0.133,8,WD,L_Wrist,0x03,2,8,1.193,+0.051,-0.763,+0.944,-11.4,+44.2,-10.9,+0.195,+0.934,-0.299,29.0
2025-06-01T15:00:00.150,0.150,9,WD,L_Wrist,0x03,2,9,1.191,+0.046,-0.755,+0.971,-21.9,+72.2,-7.9,+0.197,+0.936,-0.291,29.0
2025-06-01T15:00:00.166,0.167,10,WD,L_Wrist,0x03,2,10,1.191,+0.032,-0.749,+0.984,-24.1,+62.7,-2.1,+0.203,+0.939,-0.279,29.0
2025-06-01T15:00:00.183,0.183,11,WD,L_Wrist,0x03,2,11,1.191,+0.023,-0.746,+0.983,-41.7,+64.2,-8.9,+0.206,+0.940,-0.271,29.0
2025-06-01T15:00:00.200,0.200,12,WD,L_Wrist,0x03,2,12,1.189,+0.007,-0.739,+0.961,-73.8,+83.5,-22.1,+0.208,+0.946,-0.249,29.0
2025-06-01T15:00:00.216,0.217,13,WD,L_Wrist,0x03,2,13,1.189,-0.008,-0.732,+0.921,-94.0,+86.1,-26.3,+0.206,+0.953,-0.220,29.0
2025-06-01T15:00:00.233,0.233,14,WD,L_Wrist,0x03,2,14,1.189,-0.027,-0.734,+0.880,-78.9,+68.9,-15.1,+0.205,+0.961,-0.186,29.0
2025-06-01T15:00:00.250,0.250,15,WD,L_Wrist,0x03,2,15,1.188,-0.039,-0.739,+0.865,-83.2,+75.2,-7.6,+0.205,+0.964,-0.168,29.0
2025-06-01T15:00:00.266,0.267,16,WD,L_Wrist,0x03,2,16,1.188,-0.064,-0.754,+0.847,-102.8,+103.8,-1.7,+0.208,+0.969,-0.130,29.0
2025-06-01T15:00:00.283,0.283,17,WD,L_Wrist,0x03,2,17,1.188,-0.093,-0.774,+0.851,-65.9,+78.8,+4.6,+0.212,+0.972,-0.097,29.0
2025-06-01T15:00:00.300,0.300,18,WD,L_Wrist,0x03,2,18,1.188,-0.111,-0.784,+0.859,-47.2,+73.4,+8.1,+0.215,+0.973,-0.083,29.0
2025-06-01T15:00:00.316,0.317,19,WD,L_Wrist,0x03,2,19,1.188,-0.153,-0.801,+0.881,-54.1,+88.0,+7.4,+0.220,+0.974,-0.061,29.0
2025-06-01T15:00:00.333,0.333,20,WD,L_Wrist,0x03,2,20,1.188,-0.202,-0.815,+0.899,-52.4,+77.8,-2.7,+0.222,+0.974,-0.041,29.0
2025-06-01T15:00:00.350,0.350,21,WD,L_Wrist,0x03,2,21,1.188,-0.253,-0.826,+0.909,-40.2,+56.1,-6.7,+0.221,+0.975,-0.021,29.0
2025-06-01T15:00:00.366,0.367,22,WD,L_Wrist,0x03,2,22,1.188,-0.278,-0.830,+0.911,-34.4,+55.3,-6.6,+0.219,+0.976,-0.011,29.0
2025-06-01T15:00:00.383,0.383,23,WD,L_Wrist,0x03,2,23,1.188,-0.324,-0.838,+0.915,-36.0,+67.4,-4.2,+0.217,+0.976,+0.005,29.0
2025-06-01T15:00:00.400,0.400,24,WD,L_Wrist,0x03,2,24,1.188,-0.358,-0.844,+0.917,-20.6,+43.7,-0.2,+0.217,+0.976,+0.018,29.0
2025-06-01T15:00:00.416,0.417,25,WD,L_Wrist,0x03,2,25,1.188,-0.370,-0.846,+0.916,-15.1,+33.7,+0.4,+0.217,+0.976,+0.023,29.0
2025-06-01T15:00:00.433,0.433,26,WD,L_Wrist,0x03,2,26,1.188,-0.377,-0.848,+0.911,-11.2,+37.6,-1.3,+0.216,+0.976,+0.030,29.0
2025-06-01T15:00:00.450,0.450,27,WD,L_Wrist,0x03,2,27,1.190,-0.365,-0.846,+0.908,+0.6,+23.8,-2.3,+0.215,+0.976,+0.034,29.0
2025-06-01T15:00:00.466,0.467,28,WD,L_Wrist,0x03,2,28,1.190,-0.353,-0.843,+0.907,+15.1,+19.5,-1.2,+0.215,+0.976,+0.033,29.0
2025-06-01T15:00:00.483,0.483,29,WD,L_Wrist,0x03,2,29,1.190,-0.318,-0.836,+0.911,+32.5,+22.2,+2.5,+0.214,+0.976,+0.028,29.0
2025-06-01T15:00:00.500,0.500,30,WD,L_Wrist,0x03,2,30,1.191,-0.276,-0.828,+0.918,+46.5,+18.5,+8.2,+0.216,+0.976,+0.017,29.0
2025-06-01T15:00:00.516,0.517,31,WD,L_Wrist,0x03,2,31,1.191,-0.233,-0.818,+0.929,+40.1,+12.9,+8.4,+0.219,+0.976,+0.003,29.0
2025-06-01T15:00:00.533,0.533,32,WD,L_Wrist,0x03,2,32,1.191,-0.213,-0.814,+0.934,+35.1,+13.7,+9.2,+0.220,+0.975,-0.004,29.0
2025-06-01T15:00:00.550,0.550,33,WD,L_Wrist,0x03,2,33,1.193,-0.182,-0.808,+0.936,+27.0,+18.5,+12.2,+0.224,+0.974,-0.015,29.0
2025-06-01T15:00:00.566,0.567,34,WD,L_Wrist,0x03,2,34,1.193,-0.166,-0.809,+0.925,-7.5,+15.8,+12.9,+0.227,+0.974,-0.017,29.0
2025-06-01T15:00:00.583,0.583,35,WD,L_Wrist,0x03,2,35,1.193,-0.167,-0.821,+0.897,-24.8,+8.5,+10.8,+0.231,+0.973,-0.008,29.0
2025-06-01T15:00:00.600,0.600,36,WD,L_Wrist,0x03,2,36,1.194,-0.173,-0.830,+0.878,-41.5,+1.7,+13.4,+0.234,+0.972,-0.002,29.0
2025-06-01T15:00:00.616,0.617,37,WD,L_Wrist,0x03,2,37,1.194,-0.192,-0.851,+0.834,-65.1,-6.3,+20.2,+0.239,+0.971,+0.015,29.0
2025-06-01T15:00:00.633,0.633,38,WD,L_Wrist,0x03,2,38,1.194,-0.213,-0.875,+0.785,-74.1,-19.3,+21.6,+0.245,+0.969,+0.034,29.0
2025-06-01T15:00:00.650,0.650,39,WD,L_Wrist,0x03,2,39,1.196,-0.232,-0.899,+0.733,-59.4,-22.4,+16.2,+0.251,+0.966,+0.054,29.0
2025-06-01T15:00:00.666,0.667,40,WD,L_Wrist,0x03,2,40,1.196,-0.239,-0.911,+0.707,-63.9,-34.7,+18.3,+0.255,+0.965,+0.065,29.0
2025-06-01T15:00:00.683,0.683,41,WD,L_Wrist,0x03,2,41,1.196,-0.251,-0.935,+0.656,-90.9,-58.4,+28.5,+0.263,+0.961,+0.085,29.0
2025-06-01T15:00:00.700,0.700,42,WD,L_Wrist,0x03,2,42,1.201,-0.257,-0.960,+0.604,-98.4,-73.3,+33.6,+0.274,+0.956,+0.106,29.0
2025-06-01T15:00:00.716,0.717,43,WD,L_Wrist,0x03,2,43,1.201,-0.259,-0.983,+0.553,-74.2,-61.2,+25.4,+0.286,+0.950,+0.128,29.0
2025-06-01T15:00:00.733,0.733,44,WD,L_Wrist,0x03,2,44,1.201,-0.258,-0.992,+0.530,-61.3,-65.3,+22.5,+0.292,+0.946,+0.137,29.0
2025-06-01T15:00:00.750,0.750,45,WD,L_Wrist,0x03,2,45,1.203,-0.256,-1.003,+0.495,-63.0,-87.6,+25.2,+0.304,+0.941,+0.150,29.0
2025-06-01T15:00:00.766,0.767,46,WD,L_Wrist,0x03,2,46,1.203,-0.254,-1.006,+0.471,-36.2,-65.1,+16.8,+0.314,+0.936,+0.156,29.0
2025-06-01T15:00:00.783,0.783,47,WD,L_Wrist,0x03,2,47,1.203,-0.255,-1.005,+0.462,-31.0,-62.7,+17.2,+0.319,+0.934,+0.158,29.0
2025-06-01T15:00:00.800,0.800,48,WD,L_Wrist,0x03,2,48,1.206,-0.258,-1.001,+0.445,-31.5,-80.1,+21.6,+0.329,+0.930,+0.161,29.0
2025-06-01T15:00:00.816,0.817,49,WD,L_Wrist,0x03,2,49,1.206,-0.261,-0.990,+0.431,-8.6,-72.7,+17.1,+0.338,+0.927,+0.160,29.0
2025-06-01T15:00:00.833,0.833,50,WD,L_Wrist,0x03,2,50,1.206,-0.258,-0.976,+0.424,+7.9,-48.4,+9.5,+0.345,+0.926,+0.152,29.0
2025-06-01T15:00:00.850,0.850,51,WD,L_Wrist,0x03,2,51,1.209,-0.254,-0.968,+0.423,+16.9,-37.6,+6.5,+0.348,+0.926,+0.146,29.0
2025-06-01T15:00:00.866,0.867,52,WD,L_Wrist,0x03,2,52,1.209,-0.241,-0.951,+0.420,+23.6,-40.2,+7.3,+0.352,+0.926,+0.135,29.0
2025-06-01T15:00:00.883,0.883,53,WD,L_Wrist,0x03,2,53,1.209,-0.225,-0.936,+0.417,+18.3,-24.1,+4.2,+0.355,+0.927,+0.125,29.0
2025-06-01T15:00:00.900,0.900,54,WD,L_Wrist,0x03,2,54,1.215,-0.216,-0.929,+0.415,+22.0,-17.8,+0.2,+0.356,+0.927,+0.120,29.0
2025-06-01T15:00:00.916,0.917,55,WD,L_Wrist,0x03,2,55,1.215,-0.198,-0.914,+0.412,+29.6,-15.4,-5.0,+0.356,+0.928,+0.110,29.0
2025-06-01T15:00:00.933,0.933,56,WD,L_Wrist,0x03,2,56,1.215,-0.181,-0.901,+0.405,+20.3,-2.0,-11.8,+0.354,+0.930,+0.101,29.0
2025-06-01T15:00:00.950,0.950,57,WD,L_Wrist,0x03,2,57,1.218,-0.167,-0.889,+0.390,+4.7,+6.2,-11.9,+0.350,+0.932,+0.098,29.0
